name,name_key,symbol,listing_date,ipo_price,market,lead_manager,listed_shares
신한제14호스팩,신한제14호스팩,487360,2024-12-23,2000.0,코스닥,신한투자증권 주식회사,
유비씨,유비씨,495810,2024-12-23,,코넥스,아이비케이투자증권(주),
창대정밀,창대정밀,368030,2024-12-23,,코넥스,아이비케이투자증권(주),
쓰리에이로직스,쓰리에이로직스,177900,2024-12-24,11000.0,코스닥,"신한투자증권 주식회사,미래에셋증권 주식회사",
엠에프씨,엠에프씨,432980,2024-12-26,,코스닥,nan,
파인메딕스,파인메딕스,387570,2024-12-26,10000.0,코스닥,한국투자증권(주),
오션스바이오,오션스바이오,332190,2025-01-14,,코넥스,교보증권(주),
블랙야크아이앤씨,블랙야크아이앤씨,478560,2025-01-21,,코스닥,nan,
미트박스,미트박스,475460,2025-01-23,19000.0,코스닥,미래에셋증권 주식회사,
유안타제17호스팩,유안타제17호스팩,493790,2025-01-23,2000.0,코스닥,유안타증권(주),
데이원컴퍼니,데이원컴퍼니,373160,2025-01-24,13000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",
아스테라시스,아스테라시스,450950,2025-01-24,4600.0,코스닥,DB증권주식회사,
와이즈넛,와이즈넛,096250,2025-01-24,17000.0,코스닥,삼성증권(주),
삼양엔씨켐,삼양엔씨켐,482630,2025-02-03,18000.0,코스닥,KB증권(주),
아이지넷,아이지넷,462980,2025-02-04,7000.0,코스닥,한국투자증권(주),
피아이이,피아이이,452450,2025-02-04,5000.0,코스닥,삼성증권(주),
LG씨엔에스,lg씨엔에스,064400,2025-02-05,61900.0,유가,"KB증권(주),메릴린치인터내셔날엘엘씨증권 서울지점,모간스탠리인터내셔날증권회사 서울지점",
아이에스티이,아이에스티이,212710,2025-02-12,11400.0,코스닥,KB증권(주),
동방메디컬,동방메디컬,240550,2025-02-13,10500.0,코스닥,엔에이치투자증권(주),
오름테라퓨틱,오름테라퓨틱,475830,2025-02-14,20000.0,코스닥,한국투자증권(주),
동국생명과학,동국생명과학,303810,2025-02-17,9000.0,코스닥,"엔에이치투자증권(주),KB증권(주)",
모티브링크,모티브링크,463480,2025-02-20,6000.0,코스닥,미래에셋증권 주식회사,
위너스,위너스,479960,2025-02-24,8500.0,코스닥,미래에셋증권 주식회사,
엘케이켐,엘케이켐,489500,2025-02-25,21000.0,코스닥,신영증권(주),
에르코스,에르코스,435570,2025-02-28,,코스닥,nan,
대진첨단소재,대진첨단소재,393970,2025-03-06,9000.0,코스닥,미래에셋증권 주식회사,
에스엠씨지,에스엠씨지,460870,2025-03-07,,코스닥,nan,
엠디바이스,엠디바이스,226590,2025-03-07,8350.0,코스닥,삼성증권(주),
서울보증보험,서울보증보험,031210,2025-03-14,26000.0,유가,"미래에셋증권 주식회사,삼성증권(주)",
씨케이솔루션,씨케이솔루션,480370,2025-03-17,15000.0,유가,엔에이치투자증권(주),
티엑스알로보틱스,티엑스알로보틱스,484810,2025-03-20,13500.0,코스닥,"신한투자증권 주식회사,엔에이치투자증권(주)",
한텍,한텍,098070,2025-03-20,10800.0,코스닥,대신증권(주),
한화플러스제5호스팩,한화플러스제5호스팩,498390,2025-03-20,2000.0,코스닥,한화투자증권(주),
심플랫폼,심플랫폼,444530,2025-03-21,15000.0,코스닥,KB증권(주),
더즌,더즌,462860,2025-03-24,9000.0,코스닥,한국투자증권(주),
우양에이치씨,우양에이치씨,101970,2025-03-28,,코스닥,nan,
에이유브랜즈,에이유브랜즈,481070,2025-04-03,16000.0,코스닥,한국투자증권(주),
한국피아이엠,한국피아이엠,448900,2025-04-04,11200.0,코스닥,IBK투자증권(주),
쎄크,쎄크,081180,2025-04-28,15000.0,코스닥,신영증권(주),
에이아이코리아,에이아이코리아,364950,2025-04-29,,코스닥,nan,
나우로보틱스,나우로보틱스,459510,2025-05-08,6800.0,코스닥,"대신증권(주),iM증권",
오가노이드사이언스,오가노이드사이언스,476040,2025-05-09,21000.0,코스닥,한국투자증권(주),
원일티엔아이,원일티엔아이,136150,2025-05-09,13500.0,코스닥,엔에이치투자증권(주),
로킷헬스케어,로킷헬스케어,376900,2025-05-12,11000.0,코스닥,SK증권(주),
티씨머티리얼즈,티씨머티리얼즈,125020,2025-05-15,,코스닥,nan,
바이오포트,바이오포트,188040,2025-05-16,,코스닥,nan,
이뮨온시아,이뮨온시아,424870,2025-05-19,3600.0,코스닥,한국투자증권(주),
바이오비쥬,바이오비쥬,489460,2025-05-20,9100.0,코스닥,대신증권(주),
달바글로벌,달바글로벌,483650,2025-05-22,66300.0,유가,미래에셋증권 주식회사,
인투셀,인투셀,287840,2025-05-23,17000.0,코스닥,미래에셋증권 주식회사,
신한제16호스팩,신한제16호스팩,496070,2025-05-29,2000.0,코스닥,신한투자증권 주식회사,
키스트론,키스트론,475430,2025-06-02,3600.0,코스닥,신한투자증권 주식회사,
링크솔루션,링크솔루션,474650,2025-06-10,23000.0,코스닥,신영증권(주),
지씨지놈,지씨지놈,340450,2025-06-11,10500.0,코스닥,삼성증권(주),
케이지에이,케이지에이,455180,2025-06-17,,코스닥,nan,
지에프씨생명과학,지에프씨생명과학,388610,2025-06-30,15300.0,코스닥,대신증권(주),
KB제32호스팩,kb제32호스팩,000037,2025-07-04,2000.0,코스닥,KB증권(주),
뉴엔AI,뉴엔ai,463020,2025-07-04,15000.0,코스닥,엔에이치투자증권(주),
싸이닉솔루션,싸이닉솔루션,234030,2025-07-07,4700.0,코스닥,대신증권(주),
뉴키즈온,뉴키즈온,462310,2025-07-09,,코스닥,nan,
대신밸류리츠,대신밸류리츠,000030,2025-07-10,,유가,"한국투자증권(주),대신증권(주)",
아우토크립트,아우토크립트,331740,2025-07-15,22000.0,코스닥,대신증권(주),
디비금융제14호스팩,디비금융제14호스팩,000004,2025-07-22,2000.0,코스닥,DB증권주식회사,
엘에스스팩1호,엘에스스팩1호,000041,2025-07-22,2000.0,코스닥,엘에스증권 주식회사,
도우인시스,도우인시스,484120,2025-07-23,32000.0,코스닥,키움증권(주),
뉴로핏,뉴로핏,380550,2025-07-25,14000.0,코스닥,미래에셋증권 주식회사,
엔알비,엔알비,475230,2025-07-28,21000.0,코스닥,엔에이치투자증권(주),
프로티나,프로티나,468530,2025-07-29,14000.0,코스닥,한국투자증권(주),
대한조선,대한조선,439260,2025-08-01,50000.0,유가,"신영증권(주),KB증권(주),엔에이치투자증권(주)",
하나35호스팩,하나35호스팩,000041,2025-08-06,2000.0,코스닥,하나증권주식회사,
아이티켐,아이티켐,309710,2025-08-07,16100.0,코스닥,KB증권(주),
교보18호스팩,교보18호스팩,000041,2025-08-14,2000.0,코스닥,교보증권(주),
지투지바이오,지투지바이오,456160,2025-08-14,58000.0,코스닥,미래에셋증권 주식회사,
삼양컴텍,삼양컴텍,484590,2025-08-18,7700.0,코스닥,"신한투자증권 주식회사,엔에이치투자증권(주)",
에스엔시스,에스엔시스,000008,2025-08-19,30000.0,코스닥,신한투자증권 주식회사,
한라캐스트,한라캐스트,125490,2025-08-20,5800.0,코스닥,대신증권(주),
삼성스팩10호,삼성스팩10호,000044,2025-08-21,2000.0,코스닥,삼성증권(주),
제이피아이헬스케어,제이피아이헬스케어,000010,2025-08-21,20000.0,코스닥,키움증권(주),
애드포러스,애드포러스,397810,2025-08-22,,코스닥,nan,
그래피,그래피,318060,2025-08-25,15000.0,코스닥,"신한투자증권 주식회사,KB증권(주)",
본시스템즈,본시스템즈,496320,2025-09-08,,코넥스,아이비케이투자증권(주),
오아,오아,342870,2025-09-09,,코스닥,nan,
에스투더블유,에스투더블유,488280,2025-09-19,13200.0,코스닥,대신증권(주),
KB제33호스팩,kb제33호스팩,000072,2025-09-30,2000.0,코스닥,KB증권(주),
삼성스팩11호,삼성스팩11호,000071,2025-09-30,2000.0,코스닥,삼성증권(주),
명인제약,명인제약,317450,2025-10-01,58000.0,유가,KB증권(주),
삼익제약,삼익제약,014950,2025-10-27,,코스닥,nan,
노타,노타,486990,2025-11-03,9100.0,코스닥,미래에셋증권 주식회사,
이노테크,이노테크,469610,2025-11-07,14700.0,코스닥,KB증권(주),
큐리오시스,큐리오시스,494120,2025-11-13,22000.0,코스닥,키움증권(주),
세나테크놀로지,세나테크놀로지,061090,2025-11-14,56800.0,코스닥,"신한투자증권 주식회사,KB증권(주)",
그린광학,그린광학,000015,2025-11-17,16000.0,코스닥,신영증권(주),
알트,알트,459550,2025-11-17,,코스닥,nan,
더핑크퐁컴퍼니,더핑크퐁컴퍼니,403850,2025-11-18,38000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",
아이엘로보틱스,아이엘로보틱스,403810,2025-11-18,,코넥스,nan,
씨엠티엑스,씨엠티엑스,388210,2025-11-20,60500.0,코스닥,미래에셋증권 주식회사,
비엔케이제3호스팩,비엔케이제3호스팩,000068,2025-11-21,2000.0,코스닥,(주)비엔케이투자증권,
비츠로넥스텍,비츠로넥스텍,488900,2025-11-21,6900.0,코스닥,엔에이치투자증권(주),
삼성에피스홀딩스,삼성에피스홀딩스,000126,2025-11-24,,유가,엔에이치투자증권(주),
삼양바이오팜,삼양바이오팜,000120,2025-11-24,,유가,KB증권(주),
신영스팩11호,신영스팩11호,000091,2025-11-24,2000.0,코스닥,신영증권(주),
미래에셋비전스팩8호,미래에셋비전스팩8호,000093,2025-11-27,2000.0,코스닥,미래에셋증권 주식회사,
아로마티카,아로마티카,000015,2025-11-27,8000.0,코스닥,신한투자증권 주식회사,
삼성스팩12호,삼성스팩12호,000096,2025-11-28,2000.0,코스닥,삼성증권(주),
미래에셋비전스팩9호,미래에셋비전스팩9호,000096,2025-12-01,2000.0,코스닥,미래에셋증권 주식회사,
에임드바이오,에임드바이오,000009,2025-12-04,11000.0,코스닥,미래에셋증권 주식회사,
엔에이치스팩32호,엔에이치스팩32호,000054,2025-12-05,2000.0,코스닥,엔에이치투자증권(주),
테라뷰,테라뷰,950250,2025-12-09,8000.0,코스닥,삼성증권(주),
페스카로,페스카로,000015,2025-12-10,15500.0,코스닥,"엔에이치투자증권(주),한화투자증권(주)",
유진스팩12호,유진스팩12호,000105,2025-12-11,2000.0,코스닥,유진투자증권(주),
이지스,이지스,261520,2025-12-11,15000.0,코스닥,엔에이치투자증권(주),
교보19호스팩,교보19호스팩,000098,2025-12-12,2000.0,코스닥,교보증권(주),
쿼드메디슨,쿼드메디슨,464490,2025-12-12,15000.0,코스닥,엔에이치투자증권(주),
키움히어로제1호스팩,키움히어로제1호스팩,466690,2025-12-12,2000.0,코스닥,키움증권(주),
메리츠제1호스팩,메리츠제1호스팩,000088,2025-12-15,2000.0,코스닥,메리츠증권 주식회사,
티엠씨,티엠씨,217590,2025-12-15,9300.0,유가,미래에셋증권 주식회사,
아크릴,아크릴,000007,2025-12-16,19500.0,코스닥,신한투자증권 주식회사,
나라스페이스테크놀로지,나라스페이스테크놀로지,478340,2025-12-17,16500.0,코스닥,삼성증권(주),
알지노믹스,알지노믹스,476830,2025-12-18,22500.0,코스닥,"엔에이치투자증권(주),삼성증권(주)",
IBKS제25호스팩,ibks제25호스팩,000099,2025-12-19,2000.0,코스닥,IBK투자증권(주),
미래에셋비전스팩11호,미래에셋비전스팩11호,000099,2025-12-22,2000.0,코스닥,미래에셋증권 주식회사,
삼진식품,삼진식품,000013,2025-12-22,7600.0,코스닥,대신증권(주),
엔더블유시,엔더블유시,059180,2025-12-22,,코넥스,교보증권(주),
하나36호스팩,하나36호스팩,000101,2025-12-22,2000.0,코스닥,하나증권주식회사,
미래에셋비전스팩10호,미래에셋비전스팩10호,000097,2025-12-23,2000.0,코스닥,미래에셋증권 주식회사,
리브스메드,리브스메드,491000,2025-12-24,55000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",
삼미금속,삼미금속,012210,2025-12-29,,코스닥,nan,
세미파이브,세미파이브,490470,2025-12-29,24000.0,코스닥,"삼성증권(주),유비에스증권 리미티드 서울지점",
엔비알모션,엔비알모션,000004,2026-01-14,,코스닥,nan,
지에프아이,지에프아이,493330,2026-01-14,,코스닥,nan,
삼성스팩13호,삼성스팩13호,000115,2026-01-21,2000.0,코스닥,삼성증권(주),
덕양에너젠,덕양에너젠,000001,2026-01-30,10000.0,코스닥,"미래에셋증권 주식회사,엔에이치투자증권(주)",
케이뱅크,케이뱅크,279570,2026-03-05,8300.0,유가,"엔에이치투자증권(주),삼성증권(주)",
에스팀,에스팀,458350,2026-03-06,8500.0,코스닥,한국투자증권(주),
액스비스,액스비스,000011,2026-03-09,11500.0,코스닥,미래에셋증권 주식회사,
카나프테라퓨틱스,카나프테라퓨틱스,000082,2026-03-16,20000.0,코스닥,한국투자증권(주),
아이엠바이오로직스,아이엠바이오로직스,493280,2026-03-20,26000.0,코스닥,"신한투자증권 주식회사,한국투자증권(주)",
한패스,한패스,408470,2026-03-25,19000.0,코스닥,"한국투자증권(주),대신증권(주)",
메쥬,메쥬,000088,2026-03-26,21600.0,코스닥,신한투자증권 주식회사,
엔에이치스팩33호,엔에이치스팩33호,000130,2026-03-27,2000.0,코스닥,엔에이치투자증권(주),
